id0	restaurant	9.997914539	4.399998731
id1	restaurant	-0.610009199	8.655173995
id2	restaurant	-8.761145011	7.768689795
id3	restaurant	-0.979914118	-5.821464212
id4	restaurant	3.998260793	-5.739555729
id5	restaurant	0.24670024	7.068960354
id6	restaurant	7.736733685	-4.367034002
id7	restaurant	2.284257759	-2.781652921
id8	restaurant	2.175274031	3.248416869
id9	restaurant	1.284160332	6.230027264
id10	restaurant	2.785402022	-3.941053932
id11	restaurant	-8.586049901	5.148511003
id12	restaurant	3.660759131	-2.88458184
id13	restaurant	2.151172944	-2.980247283
id14	restaurant	-0.204921522	1.831545562
id15	restaurant	-8.059130983	8.825256111
id16	restaurant	-3.742188102	-1.382937371
id17	restaurant	1.856193179	8.875798616
id18	restaurant	2.899660391	4.29365867
id19	restaurant	6.720674859	8.920308047
id20	restaurant	-5.286032606	3.888300867
id21	restaurant	2.146899956	3.043531377
id22	restaurant	6.971132828	8.343648057
id23	restaurant	-7.936379377	7.271516422
id24	restaurant	1.890899133	-3.839910154
id25	restaurant	-1.54341836	-1.699788821
id26	restaurant	0.345688924	6.111569655
id27	restaurant	0.4837285	-6.986716468
id28	restaurant	-9.345539606	-2.989777072
id29	restaurant	9.040962563	-2.482400204
id30	restaurant	-7.497542976	-0.242169531
id31	restaurant	2.275698891	3.938302054
id32	restaurant	1.835920376	7.822513846
id33	restaurant	8.670630746	-0.731804752
id34	restaurant	-5.24455801	1.238614319
id35	restaurant	-5.407310859	-5.795077867
id36	restaurant	8.03754452	-8.943821561
id37	restaurant	-1.506585557	-3.043852894
id38	restaurant	-3.22358475	8.902273799
id39	restaurant	-4.43920339	-0.725002537
id40	restaurant	-0.441927517	2.436616299
id41	restaurant	3.539384813	-2.023557492
id42	restaurant	-7.422382362	6.497442727
id43	restaurant	-6.252258482	3.067204244
id44	restaurant	2.897211856	0.64692078
id45	restaurant	8.088660887	-0.280522542
id46	restaurant	-1.692311058	3.325671639
id47	restaurant	8.664422047	8.820485731
id48	restaurant	5.776671118	-4.604748051
id49	restaurant	6.054771282	9.695846708
id50	restaurant	1.792131335	-1.761192156
id51	restaurant	6.378958064	3.539569239
id52	restaurant	-9.642953757	-8.407530337
id53	restaurant	8.64815125	4.797654257
id54	restaurant	8.499172379	7.254406884
id55	restaurant	0.208936296	7.110141718
id56	restaurant	-8.507671193	-2.254500827
id57	restaurant	-6.719368523	-5.163526499
id58	restaurant	4.216576185	2.165072113
id59	restaurant	-2.717074828	-1.494947298
id60	restaurant	3.624392197	0.243319321
id61	restaurant	-7.499163271	6.995466624
id62	restaurant	3.347843055	-7.061832174
id63	restaurant	5.806023202	9.88761598
id64	restaurant	0.926669304	4.01276405
id65	restaurant	1.219944545	2.524822897
id66	restaurant	-4.714547122	6.620010828
id67	restaurant	-5.999724056	-1.379778885
id68	restaurant	7.219658865	1.428209362
id69	restaurant	1.754152868	-0.475703135
id70	restaurant	2.520216802	5.869718826
id71	restaurant	8.639605402	-0.68837997
id72	restaurant	-3.295055839	6.81657853
id73	restaurant	-1.786221432	-0.607226381
id74	restaurant	5.073338435	5.140845174
id75	restaurant	6.527631224	-6.7171334
id76	restaurant	-3.189592713	1.074997043
id77	restaurant	-3.000354898	-3.489703669
id78	restaurant	1.853112943	5.10649987
id79	restaurant	-8.779087384	5.195666827
id80	restaurant	5.757024574	-4.938148643
id81	restaurant	-7.36326167	-9.778352239
id82	restaurant	1.019595472	5.512382383
id83	restaurant	-3.411595794	4.12454867
id84	restaurant	-3.214484571	-1.992334484
id85	restaurant	-2.490800393	2.198028569
id86	restaurant	3.890375616	-0.561162019
id87	restaurant	3.097108811	3.184982037
id88	restaurant	-0.601862803	-5.759278243
id89	restaurant	6.372211332	7.074103147
id90	restaurant	-0.178405853	-9.04090201
id91	restaurant	8.276510324	9.163567064
id92	restaurant	8.270842774	3.747515714
id93	restaurant	5.580484614	8.604255454
id94	restaurant	-5.423975547	-3.295098816
id95	restaurant	3.760503719	-7.699929453
id96	restaurant	-7.373635555	-4.615570092
id97	restaurant	-1.916539045	-8.304566024
id98	restaurant	9.878438761	-3.61380752
id99	restaurant	0.887596586	-1.03421955
id100	restaurant	-9.329653779	8.225024004
id101	restaurant	7.594968758	1.573943431
id102	restaurant	-9.435736675	-5.531154199
id103	restaurant	8.125007836	-9.056204044
id104	restaurant	-1.60580946	6.890715727
id105	restaurant	7.472005876	2.218695175
id106	restaurant	-9.166695611	9.313758035
id107	restaurant	-6.696325786	-2.175493308
id108	restaurant	5.174032004	-0.60596479
id109	restaurant	9.337833815	9.604132939
id110	restaurant	-2.331205077	2.328611102
id111	restaurant	-3.265207131	5.597910931
id112	restaurant	-0.320168935	-1.172275507
id113	restaurant	-6.257333034	-8.383086935
id114	restaurant	9.556973498	2.239133605
id115	restaurant	3.038846513	-2.220832047
id116	restaurant	-5.984278218	6.994368433
id117	restaurant	1.107480893	-2.590865464
id118	restaurant	-1.671788062	-8.152706334
id119	restaurant	-9.992519059	-8.467816647
id120	restaurant	-1.076679444	-4.697321132
id121	restaurant	-8.024819916	-7.871113414
id122	restaurant	9.829120195	3.937453022
id123	restaurant	-0.925777405	-8.435242251
id124	restaurant	8.021053567	-1.067192507
id125	restaurant	-9.399078993	3.898965825
id126	restaurant	-7.344956475	-8.549277748
id127	restaurant	-1.628621641	1.022873647
id128	restaurant	5.318399058	0.729371612
id129	restaurant	8.277064657	-5.760428881
id130	restaurant	4.781226167	9.014495371
id131	restaurant	-2.047241628	0.987810438
id132	restaurant	-2.229424543	4.275532101
id133	restaurant	3.475343316	-5.392557486
id134	restaurant	7.464063158	8.126676532
id135	restaurant	4.824935225	-1.869644494
id136	restaurant	1.669442338	6.127532425
id137	restaurant	4.023010489	5.109250472
id138	restaurant	-7.735176434	8.926242837
id139	restaurant	-3.79808805	-8.413741444
id140	restaurant	-5.242571557	-3.674656962
id141	restaurant	-5.515091064	5.234345324
id142	restaurant	-8.618024849	7.159450044
id143	restaurant	6.054333782	-4.988033608
id144	restaurant	-6.023278764	-2.924376241
id145	restaurant	-6.978361214	-5.171314095
id146	restaurant	5.781033056	-5.810210961
id147	restaurant	7.037928392	-5.166285604
id148	restaurant	5.591300648	-3.449357022
id149	restaurant	-5.508548426	-5.336322156
id150	restaurant	-5.329211978	-6.742317694
id151	restaurant	9.721915567	-3.194887378
id152	restaurant	-9.381759343	-1.924948785
id153	restaurant	2.492417051	-8.783870434
id154	restaurant	-1.23636591	0.897881229
id155	restaurant	6.422094658	-5.496372233
id156	restaurant	-4.413906516	0.660931073
id157	restaurant	8.319733354	-4.203958868
id158	restaurant	-8.158061335	0.874616371
id159	restaurant	1.167301453	-0.367468235
id160	restaurant	-0.297082877	5.748587977
id161	restaurant	8.292192447	7.635146069
id162	restaurant	8.494666754	4.816301338
id163	restaurant	3.013982074	4.815731021
id164	restaurant	-8.939179529	4.948026149
id165	restaurant	2.082432303	-4.825371443
id166	restaurant	-9.627566699	-8.785748016
id167	restaurant	-9.361794702	0.009517607
id168	restaurant	-0.416848881	-7.695031236
id169	restaurant	-1.77189953	4.62594429
id170	restaurant	-6.75649743	-7.296812928
id171	restaurant	9.747777986	-9.612469896
id172	restaurant	7.233509696	-6.744249287
id173	restaurant	-5.368193451	-5.418556772
id174	restaurant	-0.73394574	8.546510992
id175	restaurant	-2.333759409	-5.988871805
id176	restaurant	3.380476335	6.87052669
id177	restaurant	-0.468519794	9.60249939
id178	restaurant	-1.898390239	-8.836500841
id179	restaurant	-3.21150781	1.265786002
id180	restaurant	-1.389662659	5.789797244
id181	restaurant	-8.838727422	4.133847411
id182	restaurant	9.827153949	-8.104584192
id183	restaurant	-4.913311531	-0.148042496
id184	restaurant	1.488876394	-1.936151273
id185	restaurant	-6.374558255	9.798389839
id186	restaurant	5.744010343	-6.406852207
id187	restaurant	-9.69088119	1.75133256
id188	restaurant	-4.047580296	-4.559202446
id189	restaurant	8.567425538	-9.18025168
id190	restaurant	0.003964632	3.238085337
id191	restaurant	-1.412895742	-2.051768255
id192	restaurant	-1.498291025	3.840645359
id193	restaurant	0.381929637	1.6737761
id194	restaurant	0.195598885	-3.700097478
id195	restaurant	6.900158451	-8.336655599
id196	restaurant	9.068907144	-8.466827562
id197	restaurant	-8.416148049	7.520775156
id198	restaurant	-7.170956291	8.830377568
id199	restaurant	-5.395025596	8.151790592
id200	restaurant	-4.224183876	-6.111523627
id201	restaurant	-1.045851034	-0.27018584
id202	restaurant	-3.875051454	-3.654488296
id203	restaurant	-5.964455796	0.312973193
id204	restaurant	-6.993284004	5.283690272
id205	restaurant	8.379195333	5.382887997
id206	restaurant	0.155522147	9.35106282
id207	restaurant	3.816119823	-7.512999324
id208	restaurant	7.047863842	3.219429344
id209	restaurant	7.583936998	7.704369493
id210	restaurant	1.218018667	9.173437467
id211	restaurant	8.859534815	3.864283298
id212	restaurant	-0.907519736	4.817768841
id213	restaurant	-6.316962455	1.21340505
id214	restaurant	9.056095455	-5.795943703
id215	restaurant	2.495343106	-6.758856978
id216	restaurant	5.250150303	9.778279685
id217	restaurant	-2.150377	-2.450751804
id218	restaurant	-6.302733207	8.627783589
id219	restaurant	7.998181295	3.621771659
id220	restaurant	6.440923136	-5.351780652
id221	restaurant	-5.093787891	-9.711738412
id222	restaurant	-9.654402452	6.498264491
id223	restaurant	-9.754625127	3.695037873
id224	restaurant	1.732056846	7.83884074
id225	restaurant	-3.921931883	-1.703564876
id226	restaurant	6.429872558	-1.849426508
id227	restaurant	-7.06880153	-7.476898597
id228	restaurant	5.06998756	4.380530358
id229	restaurant	6.370463121	-5.008282498
id230	restaurant	-9.02771579	-1.073240013
id231	restaurant	2.597339437	-4.702156181
id232	restaurant	4.259563095	-7.006850131
id233	restaurant	1.529045477	-0.701775401
id234	restaurant	7.766330966	-7.753144785
id235	restaurant	-7.174539877	-2.947983103
id236	restaurant	-4.646242906	-5.995390258
id237	restaurant	-6.169070251	-9.829838446
id238	restaurant	-6.366536711	6.923672033
id239	restaurant	-1.483963489	-2.783987486
id240	restaurant	-7.15770129	6.407873333
id241	restaurant	6.012708825	-9.16246961
id242	restaurant	-1.204775516	-2.649133324
id243	restaurant	4.729890565	9.692657094
id244	restaurant	-8.006468738	-5.996015554
id245	restaurant	-1.696817032	-9.329124463
id246	restaurant	0.240120953	-1.914104379
